Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
130.58,13.9,384.74,30.45,45.34
308.17,212.25,134.36,30.34,73.68
251.27,-1.1,234.71,81.35,15.89
200.26,583.45,220.04,15.67,32.34
487.09,74.45,87.35,7.78,17.89
319.95,132.25,229.82,5.78,-2.0
384.96,43.35,158.92,18.67,16.67
127.58,603.45,163.03,95.35,97.35
177.7,-45.0,328.84,36.23,35.23
458.31,94.45,107.91,5.89,7.0
58.79,220.05,280.72,37.34,163.03
405.3,83.9,161.03,7.0,8.89
415.3,182.8,134.36,3.0,23.78
266.05,3.9,231.82,19.56,68.79
346.4,117.25,149.36,30.56,32.23
360.18,18.35,153.03,21.67,16.56
388.85,138.35,119.8,41.12,13.56
361.29,197.25,161.14,14.67,18.45
281.61,275.05,183.59,46.23,16.56
199.15,167.8,296.39,53.12,14.78
43.34,191.15,161.14,208.15,155.14
502.65,-35.55,59.79,5.89,5.78
491.76,-15.55,87.46,9.89,-5.11
450.53,138.35,63.68,10.89,52.23
533.99,75.0,40.12,3.0,4.0
459.42,133.9,119.91,-1.0,7.89
414.41,13.9,111.91,50.12,23.78
235.49,-25.55,310.28,11.67,6.67
442.86,38.9,125.69,7.78,4.89
290.5,162.25,217.82,23.67,14.56
191.59,-11.1,230.71,7.89,148.03
120.8,127.25,279.72,103.13,59.79
196.37,246.15,262.16,50.12,37.12
532.88,-35.55,28.34,10.89,2.89
396.41,128.9,142.25,6.78,21.78
283.83,165.6,162.81,24.56,76.68
82.57,912.95,206.26,11.78,117.8
400.52,222.25,117.69,17.67,27.56
227.71,9.45,211.15,76.57,82.68
281.61,58.9,240.6,32.45,24.56
392.63,49.45,168.81,8.78,2.89
392.85,-16.1,149.14,10.78,31.45
467.2,40.0,89.46,11.67,10.67
109.91,19.45,377.07,74.68,39.45
473.98,44.45,85.35,4.89,-5.0
287.61,264.5,177.7,28.56,53.23
228.71,171.7,298.5,19.56,4.89
186.59,141.15,314.17,28.45,18.56
337.62,63.35,206.15,5.78,-2.11
83.46,481.75,207.26,133.47,84.35
464.31,123.35,58.79,23.67,26.56
114.02,363.95,324.84,80.57,18.78
62.01,1404.7,137.36,22.45,90.24
263.94,166.15,187.59,65.9,40.34
319.17,423.4,126.69,13.67,74.68
150.25,348.95,306.39,46.12,32.45
307.17,349.5,117.8,38.23,52.9
239.71,45.0,186.37,144.25,12.67
113.69,693.45,205.04,11.67,100.91
128.58,593.45,212.04,89.24,13.56
192.59,133.9,304.17,34.34,53.12
132.47,501.75,224.93,135.58,26.67
179.7,281.15,310.17,52.12,-0.22
540.1,69.45,38.23,4.89,-5.11
320.06,202.25,198.15,26.45,16.89
81.46,1059.1,156.14,117.91,29.67
431.97,123.9,117.69,22.67,-1.0
456.64,3.9,99.13,5.78,24.67
127.47,500.65,140.25,152.25,63.9
337.62,236.7,188.59,14.78,24.56
102.13,-35.55,95.13,117.91,260.94
415.08,112.8,98.02,16.56,17.78
192.26,74.45,239.38,69.79,80.68
289.72,177.25,241.6,26.56,17.67
367.07,147.8,124.8,9.78,67.68
280.94,172.25,232.6,14.67,31.45
345.51,231.7,156.14,48.01,5.89
341.51,38.9,138.47,60.9,28.34
258.16,45.0,260.05,42.34,21.45
193.26,241.15,317.17,18.56,9.78
61.01,961.3,162.92,147.25,12.56
529.99,-35.0,46.12,3.0,0.0
147.36,1498.05,119.69,34.45,-3.11
66.57,-6.1,258.05,183.59,65.01
374.18,153.35,170.7,28.56,-0.22
236.71,393.4,258.05,1.89,6.67
168.7,161.7,240.38,77.68,67.9
359.18,63.35,171.7,8.78,8.67
415.19,-5.0,151.03,-1.11,10.89
452.53,69.45,119.8,8.89,13.89
283.83,60.0,224.82,10.67,70.79
207.15,13.35,292.61,58.79,0.78
249.16,367.3,195.37,31.34,13.67
346.62,353.4,114.02,20.67,51.01
55.79,416.2,236.71,74.68,137.58
515.54,-5.55,62.68,0.89,-4.0
387.63,128.9,155.03,16.67,-3.11
180.7,79.45,262.05,67.68,68.68
421.97,-25.0,119.8,18.67,22.67
356.18,-20.55,169.81,33.34,12.78
385.96,123.9,145.14,24.45,13.78
275.83,597.9,135.47,34.23,-5.11
155.25,678.45,222.93,75.68,34.45
220.82,417.85,259.16,7.89,18.56
428.86,118.35,113.8,1.89,4.78
429.86,88.9,111.91,0.89,12.56
162.03,221.7,156.14,222.71,15.78
345.51,-10.55,207.15,10.67,8.78
167.92,328.95,232.71,65.9,64.68
295.5,298.4,143.25,59.9,16.78
437.86,79.45,142.47,4.89,-0.11
461.31,14.45,103.02,6.89,17.89
474.31,39.45,112.02,4.89,17.89
422.3,35.0,123.58,21.67,36.45
147.25,236.15,257.16,63.9,91.46
244.6,-20.55,269.94,45.23,27.34
267.16,157.8,241.38,56.01,-11.0
483.09,44.45,88.46,21.67,10.0
225.6,122.8,283.72,18.56,18.56
194.48,201.15,214.93,14.78,127.58
180.48,172.8,286.61,44.12,37.23
555.77,-25.0,33.34,-5.0,10.89
191.37,58.35,346.51,9.78,20.67
400.41,118.9,165.03,4.78,1.89
313.17,158.35,182.59,31.45,43.23
62.9,775.7,121.69,155.03,106.24
372.85,128.35,139.47,30.56,33.45
29.34,397.3,147.36,124.69,194.26
293.39,190.6,158.14,72.68,26.67
299.5,382.85,138.36,19.67,68.9
297.61,175.6,203.26,5.0,41.01
306.17,132.25,199.37,30.56,39.45
338.84,-6.1,208.04,10.67,21.67
309.06,392.85,114.91,71.57,6.89
400.52,116.7,110.02,11.67,36.45
171.7,457.85,265.05,42.34,38.23
552.66,55.0,35.45,-7.0,6.0
393.63,19.45,165.92,8.89,17.67
435.86,43.35,86.24,45.23,6.0
252.27,192.8,230.82,42.12,52.12
136.58,426.2,280.72,3.89,74.57
538.88,30.0,37.23,4.0,-4.0
55.79,520.65,340.73,12.78,87.57
457.42,187.25,83.46,10.89,9.78
282.61,24.45,236.49,26.45,30.56
34.34,958.5,196.48,11.67,164.81
305.17,57.8,186.48,5.89,67.9
481.98,78.9,74.68,17.78,25.67
220.04,108.9,327.95,22.67,22.56
495.87,58.9,61.9,22.67,3.78
289.5,314.5,161.14,59.01,17.45
125.47,383.4,131.69,238.6,37.45
443.75,222.25,75.46,28.34,-8.0
564.55,45.0,25.56,-5.0,3.89
179.59,358.4,221.82,94.13,8.67
327.84,133.9,226.71,14.78,12.0
113.69,633.45,181.7,168.92,-4.0
314.28,175.6,214.15,0.89,24.45
54.01,491.2,197.37,125.58,122.8
272.05,236.7,197.26,38.23,35.12
277.83,102.8,217.82,49.12,15.67
557.77,-40.0,45.23,-7.0,10.0
481.2,-60.0,86.24,4.89,7.67
245.27,161.7,210.93,55.01,35.34
411.41,118.9,172.92,5.89,13.89
71.79,682.9,136.58,107.91,146.14
80.68,1098.55,124.8,26.56,153.36
221.82,98.9,262.05,29.56,64.9
207.26,191.15,196.48,82.57,88.46
27.56,1114.65,84.57,155.14,129.69
183.7,284.5,146.36,122.69,88.46
272.83,182.8,247.49,22.45,33.56
297.61,240.05,167.92,40.12,27.34
393.63,-45.55,175.59,-6.0,9.89
220.93,487.3,222.71,40.34,12.56
222.82,49.45,325.06,20.67,29.56
476.2,64.45,106.02,3.89,11.89
266.16,72.8,170.81,72.68,75.79
186.37,171.7,188.37,88.24,83.57
409.52,39.45,169.7,9.89,8.0
50.12,432.85,280.72,55.9,133.69
426.08,-25.55,99.13,18.78,48.12
406.41,-75.0,167.03,22.56,7.0
20.45,574.55,130.58,210.93,104.13
549.77,-65.0,33.34,-1.0,6.0
357.18,148.35,180.59,15.67,18.78
457.53,-25.55,86.24,19.67,29.67
91.24,-70.0,220.93,184.59,93.24
109.13,417.3,258.05,131.58,21.78
312.06,132.25,223.71,7.0,13.78
78.68,1006.3,110.02,11.78,197.26
162.81,535.65,217.04,72.57,31.45
156.92,87.8,280.72,88.35,24.45
64.68,151.15,290.5,105.91,61.68
268.83,18.9,258.27,16.56,18.45
407.3,99.45,124.69,39.23,22.78
284.83,245.05,212.93,9.78,37.45
538.77,75.0,38.34,-2.0,12.0
373.07,294.5,77.46,59.9,12.67
406.3,-6.1,156.14,1.89,17.89
282.72,163.35,230.71,10.67,36.23
230.6,275.05,210.93,72.68,20.78
63.9,899.05,51.12,86.35,229.82
345.62,-40.0,224.93,9.78,29.67
532.21,-45.0,66.9,3.0,-2.11
354.29,158.35,190.59,-1.0,35.45
158.14,325.05,241.38,44.23,105.24
192.37,283.4,209.93,63.79,34.23
245.49,972.4,69.57,46.23,43.23
217.82,123.9,173.7,86.46,105.24
278.94,273.95,137.47,57.9,60.01
461.53,167.8,83.35,27.56,12.0
461.42,19.45,117.91,3.89,-2.0
327.95,63.35,178.59,-4.0,52.79
196.37,500.1,233.71,20.67,49.23
342.62,4.45,146.14,42.34,48.12
269.94,127.8,182.7,68.79,63.01
223.82,146.15,169.7,71.68,73.68
417.08,78.35,121.58,13.67,-4.0
114.02,92.25,309.28,70.57,79.68
205.04,64.45,254.16,34.45,100.35
463.42,9.45,119.91,9.89,11.89
205.26,201.15,227.82,82.57,42.12
97.02,717.35,143.47,197.26,18.78
456.42,133.35,82.35,-4.0,32.56
523.21,104.45,55.01,1.0,4.89
177.7,152.25,320.95,19.56,36.34
350.29,138.35,163.03,27.45,33.45
331.62,123.35,165.92,34.45,53.23
439.86,153.35,92.13,8.78,34.56
242.49,206.15,266.16,33.34,1.78
263.16,657.9,139.36,42.12,25.67
52.9,603.45,71.68,1.89,339.84
127.47,609.55,156.03,45.12,125.47
492.65,-35.0,76.46,0.0,11.89
452.53,18.9,93.35,28.56,12.78
185.37,148.35,302.28,18.67,42.01
34.23,521.2,219.93,104.13,133.58
525.32,44.45,59.01,-0.11,11.89
169.81,157.25,100.02,270.94,15.67
164.92,323.4,164.81,57.01,118.58
114.91,197.25,251.16,126.69,59.68
20.45,1198.0,80.57,63.9,175.59
225.71,153.35,254.27,40.12,36.23
234.71,312.85,252.27,10.78,18.67
441.64,29.45,114.02,25.56,5.78
384.96,83.9,168.81,4.0,27.56
369.07,182.8,160.92,24.56,13.89
459.31,94.45,106.02,5.89,16.89
156.03,530.65,188.37,103.02,24.34
418.3,161.7,119.8,5.78,12.78
338.51,23.9,188.59,3.89,45.34
113.02,573.45,177.7,100.24,98.35
398.63,82.25,150.25,-0.11,10.78
204.15,191.15,250.38,22.56,60.68
409.52,152.8,129.58,8.89,38.45
219.93,442.3,206.04,64.79,10.78
444.64,18.35,104.02,5.89,20.78
218.93,396.75,180.59,72.68,41.45
491.87,-20.0,76.68,11.67,18.78
228.82,55.0,320.06,6.89,42.34
277.94,171.15,242.38,8.89,13.56
442.64,39.45,122.8,11.78,17.89
336.84,186.7,152.25,30.34,52.23
513.32,4.45,56.9,9.89,2.0
286.83,-6.1,175.7,52.9,56.79
201.37,406.2,165.92,87.35,52.12
224.71,33.35,278.83,29.34,35.45
207.93,335.05,301.28,-3.0,14.78
160.14,305.6,270.94,-4.0,109.8
460.31,-40.0,109.8,-5.0,3.0
507.54,158.35,56.9,0.89,4.0
169.7,288.4,272.94,51.01,7.67
522.43,5.0,66.9,5.89,4.89
483.98,88.9,86.46,-7.0,11.78
452.64,-70.0,135.58,5.89,-1.11
225.6,68.9,302.5,19.56,13.56
456.42,88.9,90.24,7.78,16.89
64.79,333.4,241.49,93.13,106.91
303.39,128.9,214.15,43.23,18.45
98.02,855.15,257.16,16.67,48.12
233.71,64.45,330.84,9.89,17.67
334.62,112.8,128.58,53.01,47.23
349.62,83.35,209.04,13.78,7.89
235.71,78.35,306.39,21.67,28.67
244.49,524.55,111.91,43.12,70.57
56.9,1280.8,97.13,65.68,92.13
109.13,677.9,204.04,82.46,72.79
466.2,-30.55,96.13,-5.0,18.78
408.19,-35.0,160.14,5.89,0.78
277.72,151.15,182.48,26.45,43.12
473.98,-40.55,78.68,12.67,13.78
235.6,250.6,220.82,76.57,-5.11
193.48,582.9,209.15,11.89,62.9
182.48,216.7,285.61,32.34,36.34
509.43,73.9,66.9,1.89,-10.0
363.4,102.8,161.14,45.23,16.67
306.17,241.7,174.81,41.34,48.23
277.72,77.25,224.71,13.67,21.45
539.77,-45.0,32.34,6.89,-2.0
241.49,325.05,158.92,78.46,41.12
145.14,338.4,257.16,47.12,69.9
397.74,-45.55,165.81,18.78,8.78
79.57,250.6,201.15,109.91,152.25
416.08,128.9,95.24,30.45,32.56
189.48,358.95,246.38,87.35,4.0
161.81,246.15,204.04,36.34,130.58
288.5,176.7,172.92,57.9,26.34
338.84,10.0,154.03,94.24,12.89
512.43,-35.55,73.68,-4.0,3.0
416.41,103.9,147.25,10.78,5.78
443.86,143.35,118.91,10.78,2.78
532.99,54.45,37.23,12.89,1.0
131.58,560.1,290.72,12.89,60.9
205.15,176.15,155.03,86.35,82.24
407.3,28.9,147.14,-0.11,1.78
67.57,933.5,141.47,153.03,58.12
273.94,245.6,180.48,45.12,40.23
506.65,84.45,78.46,1.0,-9.0
538.99,-5.0,45.01,-3.0,-6.0
315.95,-45.55,217.82,19.56,4.78
208.04,484.55,181.7,30.45,66.9
109.02,784.05,139.36,143.25,27.56
121.69,559.0,202.15,47.01,79.35
322.95,388.4,122.8,50.12,18.45
213.82,73.9,290.72,40.23,35.56
506.65,25.0,62.79,16.78,23.78
107.91,176.7,259.16,67.68,104.91
149.14,235.6,127.69,26.56,250.49
434.75,118.35,98.13,10.78,9.67
409.3,73.9,132.47,27.56,11.89
156.92,-35.55,319.17,58.9,58.12
550.66,40.0,34.34,4.0,-1.0
314.06,-1.1,211.04,38.23,-5.11
439.86,-10.55,106.13,41.23,15.89
257.38,48.9,253.16,35.23,21.56
153.03,59.45,371.96,31.34,-3.11
391.52,122.8,102.02,40.34,22.56
219.71,212.25,282.61,-6.0,50.23
288.72,15.0,278.83,0.89,27.56
174.7,146.7,195.26,119.69,64.01
121.91,116.7,128.47,129.69,185.59
464.31,-10.0,113.02,9.78,9.89
215.93,166.7,325.95,1.89,-3.0
170.92,245.6,253.27,67.68,56.01
227.93,89.45,207.04,122.69,17.45
110.91,131.15,261.27,152.14,26.45
134.36,545.1,214.93,63.79,65.79
331.84,215.6,158.92,41.23,4.78
115.69,402.3,311.17,38.23,27.45
473.31,83.9,87.35,18.78,12.78
120.58,224.5,283.61,14.67,105.24
387.63,260.6,65.68,14.67,51.9
162.81,211.7,366.18,7.89,13.78
319.84,226.15,91.24,48.12,77.57
468.2,58.9,83.46,9.89,11.67
401.41,-25.0,165.03,17.67,13.89
151.25,447.3,134.47,81.57,149.36
252.27,0.0,134.58,19.67,72.68
248.27,304.5,224.71,34.34,13.78
502.76,88.35,64.68,1.89,9.0
322.95,303.95,142.25,9.89,48.12
98.02,202.25,315.17,20.56,107.91
527.21,4.45,52.01,1.0,5.89
344.62,142.25,150.25,53.12,15.56
87.24,320.05,163.81,84.46,188.48
239.49,300.6,224.82,28.56,50.01
167.92,68.35,211.93,177.81,25.56
546.77,-15.55,34.34,2.0,10.0
531.99,-45.55,39.23,2.89,-2.11
315.06,77.25,169.92,34.45,39.23
474.2,79.45,103.02,6.89,0.0
44.12,790.7,223.82,84.46,78.46
383.96,-25.55,155.03,24.56,23.56
470.2,-16.1,87.46,6.78,3.78
370.96,59.45,203.26,-2.0,6.89
211.15,255.05,265.05,62.9,-0.11
388.74,99.45,152.25,10.78,48.23
333.95,240.05,124.69,63.79,14.56
399.41,-45.0,153.25,17.56,15.78
552.77,-45.55,41.34,-3.0,1.0
34.34,428.4,287.72,107.91,98.35
270.83,28.35,166.03,68.79,84.57
508.32,55.0,57.79,-6.0,2.89
279.94,222.25,224.82,20.56,53.23
215.04,314.5,205.04,45.12,60.9
61.01,622.35,83.35,233.6,77.57
79.35,171.15,200.26,147.14,99.02
508.43,84.45,62.9,8.89,10.89
416.3,3.9,151.14,13.78,-6.0
245.6,422.85,163.03,56.01,63.9
198.26,584.0,200.15,1.89,51.01
204.37,196.7,282.83,31.45,48.01
385.96,13.35,155.14,28.56,7.67
303.5,212.25,211.04,31.34,7.67
451.53,-6.1,57.9,8.89,67.9
434.75,172.8,114.8,2.89,12.0
384.96,127.8,141.25,17.56,22.67
289.72,441.2,154.03,47.12,16.89
382.74,113.35,136.47,4.89,32.34
389.74,-70.0,190.48,-0.11,11.89
239.38,44.45,281.72,40.12,3.89
377.07,107.8,158.14,17.67,20.45
207.26,246.7,288.5,31.34,15.56
389.74,-15.55,165.03,16.67,19.67
58.01,73.35,214.04,213.04,104.24
168.81,496.2,135.36,30.34,158.14
0.0,0.0,0.0,0.0,0.0
115.8,466.75,125.8,151.25,111.91
331.73,148.35,186.48,23.45,21.56
298.5,207.25,229.6,24.45,-4.0
390.52,285.05,48.01,70.79,5.67
317.17,210.05,126.69,39.34,76.79
239.49,472.3,164.03,3.89,101.13
241.49,-1.1,308.28,-6.0,26.45
294.39,77.8,151.14,40.34,74.46
349.62,231.15,99.13,26.56,72.46
176.81,947.95,85.35,22.56,129.8
346.51,117.8,105.02,42.23,72.68
185.7,393.95,145.36,184.48,23.67
113.91,195.05,304.17,88.46,30.56
235.6,217.25,207.04,51.12,66.79
262.94,280.6,218.04,21.67,40.23
251.49,147.25,272.83,29.45,29.67
419.08,249.5,56.9,19.56,12.56
158.14,325.05,0.0,44.23,105.24
318.06,20.0,210.04,16.56,33.34
339.73,118.35,209.15,8.89,19.56
266.16,-45.0,301.5,10.67,5.67
541.99,-45.0,39.12,2.0,3.0
508.32,99.45,54.01,-1.11,5.89
544.77,5.0,35.34,-1.0,15.89
456.42,84.45,96.24,24.67,22.78
345.51,157.25,143.47,45.23,27.34
498.65,64.45,75.68,14.78,0.89
441.86,69.45,135.47,8.89,15.89
85.46,942.4,113.02,60.01,168.03
434.08,18.35,113.91,14.67,1.78
467.42,-25.55,89.35,13.67,26.67
435.75,69.45,107.91,9.78,20.67
434.97,15.0,92.13,45.12,-4.11
510.54,89.45,77.68,2.0,17.89
351.62,-16.1,165.92,46.12,19.45
430.97,68.9,125.69,18.67,-6.11
361.07,57.8,164.92,9.89,15.56
132.36,514.0,258.16,32.34,26.34
417.19,9.45,126.69,20.56,19.67
478.2,35.0,110.91,5.0,14.89
400.63,33.9,142.47,11.67,39.45
216.82,555.1,113.02,20.67,134.58
373.18,43.9,181.59,7.89,15.56
456.53,29.45,113.02,24.67,7.78
184.37,382.85,121.8,82.35,128.8
449.53,148.35,97.13,16.78,17.89
157.25,108.35,251.16,159.03,3.78
290.72,278.95,199.15,20.56,-6.11
279.94,226.15,172.92,63.9,52.9
294.39,455.1,173.81,3.89,6.89
128.58,353.4,275.83,60.9,61.01
68.57,123.9,222.82,100.13,166.7
128.47,343.4,280.72,84.35,19.78
433.75,34.45,121.69,8.89,5.89
378.96,53.9,195.48,3.0,19.78
525.32,-30.55,55.9,8.89,1.89
440.64,99.45,111.02,13.67,22.67
302.39,44.45,170.7,13.67,106.24
299.28,73.9,212.04,25.56,40.34
447.53,74.45,127.69,6.89,6.89
411.19,160.6,45.01,20.56,49.12
284.5,335.05,163.81,36.23,25.45
263.27,294.5,90.46,107.13,103.24
266.94,240.6,189.59,36.34,45.01
317.95,212.25,189.59,30.34,24.67
506.65,44.45,72.79,8.89,12.67
317.95,48.9,182.48,25.56,40.23
107.02,391.75,218.04,123.69,60.9
144.25,489.55,200.26,18.67,107.8
230.82,240.05,204.15,77.57,21.45
516.21,93.9,55.01,-4.0,-11.0
336.62,23.9,218.82,10.89,-3.11
257.05,771.25,46.01,48.23,94.46
351.29,122.8,171.92,-1.11,25.34
526.21,29.45,50.12,9.89,12.89
319.17,-11.1,206.04,21.56,15.56
192.59,246.7,281.61,53.01,28.45
329.95,23.9,190.37,29.34,0.0
270.05,300.6,195.48,41.23,59.12
246.49,88.9,236.6,66.79,42.34
247.49,246.15,171.7,88.35,51.23
521.32,-40.55,71.79,7.0,8.0
301.5,298.95,176.7,30.45,32.56
207.15,348.95,210.04,32.45,75.46
143.47,569.55,206.15,79.57,63.9
156.25,656.8,133.36,88.35,81.68
254.16,94.45,272.83,6.89,32.34
168.92,138.35,219.93,95.35,94.13
197.48,506.2,216.04,41.34,53.9
0.0,0.0,0.0,0.0,0.0
537.1,25.0,51.01,1.0,10.89
499.65,-55.0,60.01,10.67,16.78
290.72,82.25,187.48,39.34,50.01
263.94,156.7,155.14,57.9,61.68
145.36,447.85,244.49,44.12,86.46
93.24,88.9,221.82,137.47,125.69
550.66,5.0,41.34,0.0,-2.0
439.86,133.9,124.8,11.78,3.89
333.73,87.8,170.7,21.56,19.45
59.9,343.4,331.95,86.46,55.01
495.87,103.35,77.57,0.89,8.0
165.81,550.65,234.49,73.57,3.0
63.9,842.95,145.14,172.7,28.67
327.06,143.35,223.82,16.78,23.67
263.94,87.25,187.59,77.46,30.45
113.8,82.8,235.6,171.81,45.23
363.4,212.25,147.36,24.45,20.45
209.26,632.9,152.03,100.13,-10.0
155.25,161.15,272.94,104.13,19.45
451.75,-40.55,109.91,10.67,27.67
310.28,182.8,172.92,18.56,84.57
238.49,278.4,236.71,18.67,25.34
466.31,28.9,93.24,10.78,2.89
431.86,8.9,87.24,21.56,27.56
324.84,256.15,181.7,44.23,8.89
355.18,161.15,55.12,69.68,68.79
276.94,88.35,267.94,4.78,25.56
383.74,102.8,152.14,22.67,4.89
274.72,280.6,165.81,64.9,0.0
338.73,101.7,159.92,11.78,38.23
522.1,-50.0,52.01,2.0,-3.0
66.57,539.0,59.01,65.9,274.72
486.87,-5.0,83.35,12.89,4.89
175.59,558.45,197.37,43.23,50.12
237.6,246.7,281.61,7.78,6.67
431.86,48.9,128.47,7.89,0.89
331.73,24.45,189.37,42.12,-5.11
488.87,-5.55,89.35,3.0,0.0
528.21,44.45,54.01,3.89,1.0
210.26,241.7,223.71,37.34,83.35
60.01,659.0,163.92,170.92,85.35
245.6,240.05,282.83,7.78,12.78
374.07,20.0,140.47,32.45,64.01
307.17,128.35,231.82,18.67,19.67
362.29,328.95,102.02,-6.0,57.01
361.29,342.3,101.02,2.89,24.34
235.49,106.7,201.26,47.23,59.68
385.85,48.9,184.7,13.78,-5.11
50.9,1084.65,76.68,115.91,139.58
347.51,48.35,147.14,28.45,32.23
339.84,170.6,179.7,13.67,17.67
444.64,104.45,95.24,24.67,10.67
0.0,69.45,167.92,22.67,5.78
440.86,-5.55,143.47,-6.0,9.89
229.6,72.25,268.94,37.23,3.78
110.91,34.45,198.15,89.46,179.59
200.26,560.1,119.91,126.69,48.12
332.62,324.5,63.79,109.02,12.67
179.59,597.9,183.48,45.12,30.23
190.26,323.4,272.94,25.45,22.78
165.92,811.25,192.26,3.89,65.68
408.3,63.35,134.36,4.89,9.67
487.87,-30.55,85.35,9.89,5.0
288.72,-40.55,263.94,22.56,8.89
434.75,-45.55,104.13,32.34,3.89
503.54,15.0,77.68,7.89,-4.11
386.96,92.25,145.36,7.0,32.23
498.87,147.25,45.12,-5.0,26.56
337.51,104.45,203.26,34.45,-9.0
191.26,161.7,276.94,57.9,23.67
91.35,111.7,284.83,48.12,141.25
165.03,324.5,265.16,47.01,58.01
210.26,270.6,220.82,89.46,41.34
151.25,825.15,176.81,67.79,54.01
309.06,58.35,170.92,47.23,53.01
290.72,387.3,126.58,38.23,61.01
284.83,337.85,168.81,49.12,11.67
402.3,182.8,130.69,24.67,1.78
436.75,38.9,116.69,15.78,-4.0
295.39,113.9,233.6,29.56,9.67
302.5,290.6,195.26,18.67,19.45
240.38,79.45,206.26,85.46,55.12
225.6,191.15,201.37,22.45,100.24
331.95,53.35,223.93,14.67,5.78
409.52,97.8,123.69,24.67,16.56
283.83,427.85,183.7,12.67,41.23
130.47,108.35,107.02,115.91,208.93
3.78,702.35,197.26,103.02,118.58
210.04,147.8,147.14,79.46,116.8
357.4,167.8,186.48,-1.11,22.67
152.25,476.75,277.83,66.68,13.89
141.47,216.15,330.95,76.57,4.78
360.18,196.15,152.25,8.78,5.67
33.45,996.85,162.81,105.91,79.57
483.87,39.45,88.35,9.89,12.0
367.18,126.7,157.03,31.45,8.0
168.03,327.85,245.27,43.12,60.01
207.93,97.8,268.94,35.45,45.12
241.6,246.7,250.27,58.01,17.67
343.51,38.9,180.48,15.67,28.56
355.51,73.35,214.15,-0.11,18.78
390.74,88.9,163.03,15.78,6.67
435.86,64.45,137.47,-6.0,9.89
273.05,185.6,162.92,59.01,75.79
426.19,53.9,128.58,5.89,31.56
175.81,101.7,320.17,53.01,20.67
345.51,196.15,149.14,41.34,6.78
92.24,829.6,256.27,19.56,42.01
228.82,202.25,147.14,74.57,99.02
368.29,50.0,205.04,8.89,0.78
116.02,347.3,251.16,63.68,72.68
211.93,425.65,234.6,11.89,36.34
498.76,34.45,78.57,12.89,3.78
447.53,69.45,100.13,-1.11,19.56
176.59,143.35,255.16,61.9,79.68
237.71,467.3,182.48,39.23,49.01
324.95,378.95,186.59,12.78,-5.11
375.85,67.8,94.13,27.45,57.01
230.6,253.95,230.6,5.89,43.12
121.58,112.25,296.5,80.46,51.01
468.31,8.9,105.02,8.89,-9.0
201.26,13.35,183.48,67.79,110.8
78.57,1110.2,58.79,39.34,213.15
247.49,210.05,192.26,52.12,42.12
315.95,177.8,205.15,11.78,19.56
460.42,-0.55,106.91,-0.11,1.89
484.09,23.9,72.57,10.78,15.78
392.52,60.0,112.8,35.45,32.23
406.41,98.35,153.14,-7.0,-0.11
308.39,368.4,175.7,30.56,25.56
431.97,94.45,146.36,10.89,-0.11
467.42,34.45,88.24,19.67,3.78
349.62,44.45,213.15,36.45,-5.11
222.82,780.15,83.35,105.91,8.89
77.57,544.55,205.15,131.47,60.79
447.64,92.8,105.91,-5.0,2.0
396.52,38.35,146.25,22.67,20.78
464.42,-5.0,118.91,18.78,9.89
435.75,33.9,122.8,-6.0,9.67
385.96,137.8,141.36,32.34,15.78
77.68,801.25,200.26,134.47,42.34
252.27,47.8,190.37,58.01,52.79
138.25,-0.55,319.06,49.12,67.68
437.97,73.35,117.8,5.78,16.78
257.05,220.6,255.16,8.78,-9.0
123.8,367.85,272.94,103.13,23.56
236.49,98.9,161.03,46.01,113.69
577.33,20.0,14.67,-4.0,-9.0
330.95,158.35,224.93,25.56,12.89
387.63,87.25,148.36,10.89,8.67
504.54,75.0,74.68,12.89,12.89
443.53,128.35,95.24,6.78,14.78
148.36,248.95,160.03,112.8,105.02
295.5,222.25,204.04,38.34,9.67
134.47,73.35,218.93,105.91,95.02
239.6,300.6,247.49,39.34,18.45
0.0,0.0,0.0,0.0,0.0
274.83,392.85,180.59,25.45,19.56
114.69,260.05,321.84,15.67,55.79
68.9,377.85,133.58,116.69,214.15
74.79,305.05,283.61,93.24,99.35
144.25,525.1,215.82,19.56,95.35
509.43,-35.0,70.68,5.0,-12.0
492.87,104.45,80.57,5.89,23.78
355.29,55.0,164.92,30.34,33.45
444.53,64.45,118.91,9.89,15.78
271.05,265.05,196.48,56.9,24.56
547.88,35.0,49.23,3.0,-10.0
243.27,137.25,207.26,10.67,105.24
458.31,29.45,94.35,18.78,16.67
79.68,730.7,256.16,28.45,80.68
170.92,430.65,136.47,90.24,102.24
59.01,486.75,145.25,148.14,154.25
217.04,349.5,221.71,19.56,58.79
229.6,393.95,205.04,63.68,3.89
266.94,240.6,189.59,36.34,45.01
73.57,43.9,273.05,81.35,130.36
169.03,570.1,222.82,47.23,73.79
217.93,127.8,257.27,41.34,66.9
416.3,3.9,151.14,13.78,-6.0
239.38,295.6,258.27,42.34,17.78
206.15,83.9,308.39,51.12,14.56
575.44,65.0,21.56,1.0,5.0
262.16,128.9,283.72,17.67,8.67
437.64,102.8,95.35,4.78,29.67
368.29,84.45,195.48,30.56,23.78
390.63,99.45,178.59,1.89,9.0
372.07,33.9,144.36,23.45,30.23
263.27,48.35,253.27,54.12,21.67
