Customer Identity,First Policy´s Year,Brithday Year,Educational Degree,Gross Monthly Salary,Geographic Living Area,Has Children (Y=1),Customer Monetary Value,Claims Rate,Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
3343,1989,1994,2 - High School,650,1,1,159.48,0.72,267.83,78.90,114.91,7.00,184.48
3344,1987,1998,1 - Basic,521,3,1,-151.58,1.09,47.12,1075.20,206.26,115.91,10.67
3345,1996,1984,3 - BSc/MSc,1451,4,1,350.07,0.36,355.51,18.90,181.59,19.56,13.56
3346,1995,1977,3 - BSc/MSc,2242,1,0,294.95,0.67,275.72,471.20,167.92,-2.00,46.23
3347,1975,1951,2 - High School,3999,1,1,-50.67,1.03,278.94,205.05,165.92,39.23,64.90
3348,1982,1945,2 - High School,3519,4,0,-60.44,1.06,184.37,-30.55,317.95,34.45,39.34
3349,1980,1951,3 - BSc/MSc,3660,4,0,-42.98,1.03,409.52,-6.10,161.14,5.78,
3350,1996,1994,1 - Basic,644,4,0,-80.12,1.05,71.57,751.25,146.14,81.35,126.69
3351,1977,1975,4 - PhD,2319,4,0,-49.34,1.03,273.83,378.95,171.70,36.34,24.34
3352,1982,1994,2 - High School,1830,3,1,-25.00,1.00,74.68,613.45,209.93,5.89,156.92
3353,1992,1959,2 - High School,2910,1,0,460.98,0.30,378.74,132.80,140.36,25.56,19.67
3354,1981,1967,2 - High School,2504,2,1,348.96,0.47,394.74,146.70,149.14,-6.00,14.78
3355,1977,1995,1 - Basic,1394,1,1,-77.01,1.06,162.92,412.30,123.69,106.91,108.02
3356,1995,1996,1 - Basic,792,4,1,607.35,0.38,54.79,564.00,129.47,128.69,142.25
3357,1984,1947,3 - BSc/MSc,3647,3,0,513.78,0.39,195.48,366.75,274.94,23.45,23.78
3358,1996,1960,3 - BSc/MSc,3733,4,1,-65.56,1.05,297.39,251.15,201.15,-1.11,39.45
3359,1996,1942,2 - High School,4513,3,0,192.03,0.71,325.95,172.80,160.03,44.23,38.23
3360,1985,1939,2 - High School,4480,4,1,623.12,0.19,394.52,255.60,93.35,53.01,-1.00
3361,1989,1959,3 - BSc/MSc,3256,4,1,96.23,0.83,452.53,133.90,102.02,11.89,0.78
3362,1975,1990,3 - BSc/MSc,1054,4,1,206.16,0.69,371.07,205.60,93.35,52.90,25.56
3363,1989,1965,1 - Basic,2242,2,1,476.44,0.13,497.65,8.90,60.90,11.67,-5.11
3364,1980,1978,2 - High School,1779,1,0,-54.56,1.03,207.26,608.45,211.04,29.56,41.45
3365,1988,1944,3 - BSc/MSc,3823,1,1,-25.00,1.00,,58.90,142.36,18.67,18.78
3366,1977,1979,2 - High School,1428,1,1,251.94,0.54,326.95,19.45,170.81,50.01,35.34
3367,1985,1971,3 - BSc/MSc,2247,4,1,124.35,0.79,446.75,163.35,117.69,2.00,-12.00
3368,1979,1939,3 - BSc/MSc,3628,4,0,-22.89,1.00,222.71,142.80,314.06,8.78,10.89
3369,1989,1939,2 - High School,4142,2,0,533.33,0.24,264.05,191.15,178.59,54.12,49.01
3370,1984,1948,2 - High School,3693,4,0,-85.12,1.07,121.58,408.40,297.39,77.68,17.56
3371,1981,1972,2 - High School,1768,3,1,-53.45,1.04,350.51,128.90,209.15,4.89,23.56
3372,1984,1956,3 - BSc/MSc,3746,4,1,435.99,0.45,179.48,366.75,212.04,24.56,60.68
3373,1981,1977,3 - BSc/MSc,1847,1,1,-16.11,0.99,343.51,133.90,211.93,8.89,10.89
3374,1988,1998,1 - Basic,482,4,1,-81.90,1.06,103.24,362.85,280.83,48.23,105.13
3375,1977,1949,2 - High School,3804,4,0,-85.01,1.06,166.70,509.55,239.49,60.01,2.89
3376,1994,1943,3 - BSc/MSc,3806,4,1,473.77,0.00,499.76,-25.55,,22.56,2.00
3377,1979,1993,1 - Basic,1317,1,0,1090.99,0.30,28.56,1231.90,182.70,2.00,146.47
3378,1990,1961,2 - High School,2356,3,1,532.42,0.40,151.36,393.95,158.14,117.91,105.80
3379,1979,1972,3 - BSc/MSc,1994,4,1,-13.00,0.98,505.43,45.00,60.79,1.89,13.89
3380,1977,1950,2 - High School,3678,1,0,79.35,0.92,90.46,781.25,217.93,133.47,13.89
3381,1990,1993,3 - BSc/MSc,1646,4,1,128.25,0.88,153.25,865.15,166.92,84.35,20.45
3382,1985,1972,4 - PhD,2451,1,0,-23.00,1.00,559.66,30.00,31.45,6.00,-11.00
3383,1988,1945,2 - High School,3392,4,0,61.47,0.88,354.40,161.15,100.02,74.68,24.67
3384,1978,1987,4 - PhD,1522,4,1,377.30,0.41,398.63,128.35,155.03,14.67,-11.00
3385,1982,1976,3 - BSc/MSc,1800,4,1,147.36,0.78,378.96,211.70,85.35,60.01,39.34
3386,1979,1986,3 - BSc/MSc,1153,3,1,-39.21,1.03,390.85,-16.10,179.59,1.89,4.89
3387,1980,1957,3 - BSc/MSc,3380,1,1,272.28,0.58,274.72,170.60,156.03,22.56,84.46
3388,1979,1961,3 - BSc/MSc,2793,1,0,-298.91,1.54,302.17,-75.00,165.03,-2.00,119.91
3389,1993,1940,3 - BSc/MSc,4589,4,0,231.16,0.57,282.61,24.45,236.49,26.45,30.56
3390,1975,1975,3 - BSc/MSc,1611,2,1,307.84,0.58,332.84,202.25,186.59,26.45,35.56
3391,1990,1988,4 - PhD,1301,1,1,-56.45,1.05,463.31,14.45,59.90,31.45,18.45
3392,1982,1992,3 - BSc/MSc,1312,4,1,64.13,0.87,381.74,118.35,93.35,34.34,54.79
3393,1990,1948,3 - BSc/MSc,3105,3,0,311.51,0.62,199.15,364.50,184.59,75.68,61.68
3394,1983,1962,2 - High School,2837,1,1,-25.00,1.00,442.75,3.90,107.02,6.89,19.56
3395,1989,1998,2 - High School,895,1,0,-59.34,1.03,45.12,604.55,136.47,108.02,187.48
3396,1977,1954,3 - BSc/MSc,2791,4,1,55.89,0.88,401.41,70.00,153.14,10.89,25.56
3397,1976,1939,4 - PhD,3747,4,1,-34.78,1.02,425.19,5.00,159.03,4.89,9.89
3398,1995,1974,2 - High School,1859,3,1,419.97,0.38,336.84,132.80,222.93,0.89,24.67
3399,1992,1940,3 - BSc/MSc,3562,4,1,407.97,0.36,403.52,98.90,97.13,44.12,29.45
3400,1980,1961,3 - BSc/MSc,2931,3,1,391.44,0.24,490.65,-45.55,83.57,8.89,8.00
3401,1987,1942,3 - BSc/MSc,3159,1,0,-9.44,0.98,150.36,249.50,241.60,135.58,15.56
3402,1992,1959,1 - Basic,3086,1,0,42.68,0.91,367.07,147.80,124.80,9.78,67.68
3403,1990,1940,2 - High School,3789,1,0,140.36,0.77,210.15,142.80,315.95,19.67,22.56
3404,1983,1944,3 - BSc/MSc,4479,4,1,58.02,0.87,376.85,87.80,149.14,4.78,14.78
3405,1987,1963,1 - Basic,2996,2,1,-250.93,1.22,188.59,487.30,110.02,107.13,118.80
3406,1995,1958,2 - High School,3365,2,1,553.78,0.25,353.51,230.05,98.13,43.23,48.01
3407,1990,1969,3 - BSc/MSc,2366,4,1,-7.55,0.98,330.84,279.50,109.80,53.01,17.45
3408,1975,1951,1 - Basic,3070,4,0,768.82,0.28,206.26,632.90,170.81,51.01,45.34
3409,1975,1982,3 - BSc/MSc,2151,3,0,424.32,0.19,479.87,-30.55,81.46,12.89,12.89
3410,1984,1984,3 - BSc/MSc,2023,4,1,68.24,0.88,135.47,246.15,286.72,93.24,40.34
3411,1986,1968,3 - BSc/MSc,2740,1,1,-26.88,1.00,335.84,-15.55,122.80,13.67,107.80
3412,1997,1964,3 - BSc/MSc,2414,1,1,447.31,0.24,483.98,19.45,74.57,26.56,14.89
3413,1987,1951,2 - High School,3119,3,0,84.02,0.88,149.14,406.75,205.15,40.12,87.24
3414,1994,1991,1 - Basic,1272,3,1,53.68,0.87,78.68,23.35,286.72,187.59,26.34
3415,1992,1965,2 - High School,2857,4,0,-25.00,1.00,487.87,25.00,88.46,6.89,16.89
3416,1983,1976,2 - High School,1423,4,1,39.79,0.91,215.93,128.35,252.27,36.23,64.79
3417,1983,1952,3 - BSc/MSc,3279,3,1,-46.00,1.03,457.42,131.15,78.57,-7.00,4.78
3418,1979,1938,1 - Basic,3937,4,0,108.36,0.89,143.25,761.80,229.82,44.23,34.34
3419,1981,1994,1 - Basic,732,3,1,-25.00,1.00,63.79,500.10,246.38,144.25,19.56
3420,1977,1947,4 - PhD,3425,4,0,-66.01,1.07,357.40,43.90,142.36,34.45,41.01
3421,1983,1947,3 - BSc/MSc,3334,1,0,-35.89,1.01,144.14,347.30,253.16,10.89,77.35
3422,1989,1983,2 - High School,1518,3,1,-46.77,1.03,238.60,62.80,257.27,67.68,16.89
3423,1984,1982,4 - PhD,1924,4,1,407.21,0.07,461.20,-10.55,,3.89,7.89
3424,1985,1943,3 - BSc/MSc,3410,4,0,-126.91,1.13,275.05,251.15,175.81,71.57,30.34
3425,1990,1975,3 - BSc/MSc,1892,1,0,457.98,0.24,482.98,55.00,92.24,,4.89
3426,1990,1947,3 - BSc/MSc,3555,4,0,385.85,0.53,233.60,368.95,222.71,30.34,11.56
3427,1990,1970,3 - BSc/MSc,2276,4,1,479.44,0.09,521.10,-25.55,36.23,8.89,12.89
3428,1990,1958,3 - BSc/MSc,2924,4,0,436.10,0.29,396.63,82.80,164.92,9.89,-6.11
3429,1986,1985,3 - BSc/MSc,1724,3,1,156.81,0.76,236.60,253.95,219.93,31.45,23.34
3430,1975,1995,2 - High School,991,1,1,669.47,0.22,112.80,382.30,190.37,70.68,128.69
3431,1978,1990,3 - BSc/MSc,1605,2,1,63.35,0.89,128.69,274.50,317.06,-0.11,88.46
3432,1992,1941,2 - High School,3763,4,0,-76.12,1.07,143.25,205.05,317.06,8.78,59.90
3433,1983,1950,3 - BSc/MSc,3646,4,0,61.14,0.88,338.84,136.15,143.36,23.56,50.01
3434,1986,1957,3 - BSc/MSc,2627,4,0,-47.67,1.03,409.52,123.90,105.13,22.67,52.01
3435,1977,1963,2 - High School,3264,4,1,431.53,0.33,350.40,122.80,89.46,68.68,52.01
3436,1997,1993,2 - High School,1142,2,1,-17.67,0.99,62.68,251.15,165.92,311.28,4.78
3437,1981,1952,3 - BSc/MSc,2935,3,0,420.96,0.41,199.15,182.80,289.72,16.56,64.01
3438,1993,1974,3 - BSc/MSc,1855,4,1,476.88,0.10,525.99,-25.00,47.12,3.89,3.00
3439,1985,1956,3 - BSc/MSc,3702,1,1,169.27,0.71,282.83,121.70,192.26,56.01,16.56
3440,1977,1966,4 - PhD,3260,1,1,483.77,0.13,501.65,14.45,70.68,0.89,-4.11
3441,1983,1955,3 - BSc/MSc,2964,2,1,647.45,0.14,404.30,241.70,112.91,18.56,7.89
3442,1988,1991,2 - High School,1090,3,1,20.23,0.94,327.06,211.70,172.81,45.23,32.56
3443,1988,1990,3 - BSc/MSc,1807,1,1,-10.22,0.98,203.37,245.05,209.93,48.01,62.79
3444,1978,1945,3 - BSc/MSc,4857,1,0,-52.34,1.04,150.14,84.45,381.96,10.78,27.34
3445,1987,1971,3 - BSc/MSc,2047,3,0,-33.00,1.01,504.54,45.00,71.57,3.00,8.00
3446,1984,1950,3 - BSc/MSc,3836,1,0,126.37,0.81,238.60,283.95,162.03,10.78,121.80
3447,1980,1991,3 - BSc/MSc,1186,4,0,65.46,0.85,397.52,15.00,110.02,63.79,26.67
3448,1994,1965,2 - High School,2229,1,0,395.41,0.36,443.75,107.25,87.46,9.78,13.56
3449,1979,1993,2 - High School,1450,1,0,823.82,0.25,70.57,653.45,158.14,124.80,124.80
3450,1985,1963,3 - BSc/MSc,3006,4,1,446.77,0.09,546.77,-70.00,42.23,3.00,-5.00
3451,1977,1966,3 - BSc/MSc,3094,4,0,523.99,0.08,541.88,0.00,46.23,0.89,8.00
3452,1983,1963,2 - High School,3548,2,1,-33.22,1.01,523.21,35.00,43.23,16.67,-4.11
3453,1993,1955,3 - BSc/MSc,2872,4,1,-37.89,1.02,320.84,47.80,123.80,107.91,12.89
3454,1990,1944,2 - High School,3971,4,0,32.01,0.92,239.71,113.35,271.05,57.01,16.56
3455,1984,1935,2 - High School,3446,3,0,296.41,0.57,201.37,219.50,228.82,51.90,50.01
3456,1995,1979,1 - Basic,1295,3,1,-71.65,1.08,350.62,-11.10,141.25,52.90,24.45
3457,1983,1994,1 - Basic,1375,4,1,204.38,0.76,66.57,500.65,236.49,141.36,21.45
3458,1982,1966,3 - BSc/MSc,3038,3,1,592.66,0.12,486.98,113.90,78.57,16.78,5.89
3459,1992,1950,2 - High School,2840,4,0,11.34,0.95,145.47,255.05,317.06,36.34,31.23
3460,1997,1960,2 - High School,2480,1,1,-25.22,1.00,381.07,131.70,160.92,0.89,-0.22
3461,1989,1985,2 - High School,1731,4,1,-20.22,0.99,315.06,13.35,231.82,4.78,10.67
3462,1989,1962,2 - High School,2662,4,1,79.91,0.87,190.59,303.95,125.58,87.35,111.69
3463,1990,1943,3 - BSc/MSc,3825,4,0,404.30,0.39,363.40,118.35,157.03,45.23,20.67
3464,1989,1959,3 - BSc/MSc,3271,1,1,-1.55,0.88,,64.45,107.91,23.45,
3465,1996,1987,3 - BSc/MSc,1006,3,1,-7.99,0.97,285.83,28.90,288.61,11.89,12.89
3466,1983,1952,4 - PhD,3501,4,1,-25.11,1.00,435.86,18.90,127.47,-5.00,9.89
3467,1981,1948,3 - BSc/MSc,3679,3,0,405.08,0.44,417.30,192.80,133.58,12.78,12.78
3468,1980,1938,3 - BSc/MSc,4346,4,0,-61.34,1.06,360.40,33.90,190.48,23.67,12.67
3469,1974,1978,2 - High School,1151,1,1,-189.78,1.30,370.18,-45.55,111.02,73.68,49.23
3470,1981,1943,3 - BSc/MSc,3914,1,0,541.67,0.34,166.81,352.85,266.05,47.01,22.56
3471,1992,1991,2 - High School,1436,1,0,33.90,0.91,58.90,72.80,247.27,99.02,148.25
3472,1997,1949,3 - BSc/MSc,3469,2,1,446.77,0.15,540.77,-15.00,38.34,3.00,-12.00
3473,1977,1972,4 - PhD,2539,1,1,314.52,0.41,324.84,-1.10,236.49,5.89,9.89
3474,1996,1952,3 - BSc/MSc,3133,4,0,418.74,0.46,227.82,280.60,252.38,64.68,3.00
3475,1994,1978,3 - BSc/MSc,2079,4,1,-36.89,1.02,444.53,-10.00,122.69,12.89,11.00
3476,1996,1984,2 - High School,1727,3,1,324.50,0.53,228.82,153.35,329.73,9.89,22.78
3477,1993,1972,2 - High School,2477,1,1,156.47,0.76,469.20,187.80,70.68,18.67,-2.11
3478,1993,1939,1 - Basic,,3,0,150.81,0.74,175.81,108.35,261.27,19.67,119.58
3479,1984,1974,3 - BSc/MSc,2277,4,1,427.31,0.26,458.31,38.90,107.13,11.78,-2.00
3480,1995,1992,2 - High School,1408,4,0,68.35,0.91,103.24,570.10,274.83,9.89,118.02
3481,1987,1967,1 - Basic,2273,3,1,-10.33,0.98,490.76,138.35,41.12,14.67,21.78
3482,1974,1949,4 - PhD,3702,1,0,-109.57,1.08,290.72,482.30,150.14,62.79,21.78
3483,1994,1995,1 - Basic,1203,1,1,-110.35,1.07,37.12,921.85,160.92,85.35,88.24
3484,1985,1979,3 - BSc/MSc,2379,2,0,50.57,0.91,210.15,343.40,147.36,75.57,98.24
3485,1992,1996,2 - High School,1696,4,0,535.22,0.63,161.92,593.40,310.17,398.30,50.23
3486,1975,1951,1 - Basic,4195,1,0,112.58,0.81,205.26,156.70,251.38,48.23,67.68
3487,1994,1980,4 - PhD,1934,4,1,-33.00,1.01,434.86,58.90,130.47,3.89,-8.00
3488,1983,1942,2 - High School,3532,4,1,358.97,0.33,328.95,8.90,188.48,46.12,
3489,1975,1949,2 - High School,3299,4,0,45.79,0.90,183.59,118.90,304.17,70.79,16.67
3490,1995,1942,2 - High School,3778,4,0,-59.34,1.04,279.61,246.70,218.04,37.23,2.89
3491,1982,1947,3 - BSc/MSc,3683,4,0,313.41,0.37,373.85,-45.00,190.59,5.00,14.56
3492,1975,1947,3 - BSc/MSc,3479,4,0,108.90,0.82,334.84,133.90,218.04,14.67,25.67
3493,1977,1994,2 - High School,1256,4,1,1231.90,0.24,47.01,1310.80,188.37,75.68,21.78
3494,1996,1980,2 - High School,2208,4,1,632.24,0.19,376.96,293.95,118.69,12.89,13.67
3495,1991,1951,2 - High School,3131,3,0,-2.98,0.96,316.28,13.35,235.60,4.78,8.67
3496,1993,1962,2 - High School,3224,1,1,104.80,0.79,233.71,5.00,208.04,132.58,28.67
3497,1974,1971,3 - BSc/MSc,2035,4,1,533.33,0.30,327.73,265.05,133.36,37.34,34.45
3498,1990,1987,3 - BSc/MSc,1608,3,1,282.05,0.53,237.60,69.45,176.59,92.35,81.46
3499,1996,1945,3 - BSc/MSc,3806,4,0,91.46,0.82,381.96,69.45,161.14,16.78,30.23
3500,1987,1993,2 - High School,866,1,0,-38.89,1.02,132.36,343.40,96.13,133.58,146.25
3501,1990,1963,2 - High School,2899,3,1,-92.90,1.08,309.06,308.95,89.35,60.90,67.90
3502,1980,1993,2 - High School,908,4,0,185.48,0.67,309.39,44.45,80.46,166.03,38.23
3503,1979,1946,3 - BSc/MSc,3446,4,1,133.14,0.77,391.85,127.80,149.25,15.67,14.67
3504,1989,1949,2 - High School,3200,4,0,-32.89,1.01,361.18,192.25,138.36,35.45,27.56
3505,1978,1971,2 - High School,1836,4,0,-160.00,1.26,474.20,-65.00,104.91,-4.00,7.00
3506,1982,1992,2 - High School,1519,4,1,127.48,0.85,164.81,570.10,98.02,201.26,-4.11
3507,1986,1952,2 - High School,3900,4,0,-119.35,1.10,163.03,481.75,224.82,94.35,18.56
3508,1982,1968,3 - BSc/MSc,2968,2,1,544.23,0.13,481.98,87.25,68.68,12.89,2.89
3509,1986,1968,2 - High School,3107,4,1,467.30,0.31,351.40,133.90,139.36,47.23,40.23
3510,1997,1937,3 - BSc/MSc,3582,3,1,353.52,0.41,413.19,58.90,138.36,18.78,15.89
3511,1977,1970,2 - High School,2837,4,1,129.81,0.78,393.74,137.25,151.14,0.89,16.67
3512,1986,1956,3 - BSc/MSc,2748,1,1,336.96,0.39,365.07,33.35,179.59,18.78,-3.11
3513,1994,1984,3 - BSc/MSc,1706,2,0,-14.00,0.98,329.73,48.90,207.15,15.67,26.67
3514,1995,1955,2 - High School,3509,4,0,-192.81,1.18,232.82,456.20,91.24,65.68,102.13
3515,1982,1984,1 - Basic,1549,4,1,66.92,0.87,291.72,165.60,144.36,98.24,24.56
3516,1997,1951,3 - BSc/MSc,3630,4,0,-91.01,1.10,343.62,108.35,175.70,18.67,47.34
3517,1991,1990,3 - BSc/MSc,1682,1,1,43.57,0.93,73.57,536.20,229.82,5.00,197.37
3518,1996,1983,3 - BSc/MSc,1098,3,1,291.95,0.71,233.60,590.10,91.35,83.35,84.57
3519,1980,1976,3 - BSc/MSc,1264,2,1,420.75,0.35,433.75,108.90,129.69,0.89,12.89
3520,1982,1938,2 - High School,3498,1,0,-39.78,1.01,138.36,587.90,236.49,14.78,74.79
3521,1980,1998,1 - Basic,463,1,0,1.67,0.97,26.67,347.85,184.48,57.90,254.38
3522,1977,1973,2 - High School,2489,4,1,6.35,0.95,416.30,-16.10,132.47,12.89,34.56
3523,1981,1982,2 - High School,1495,4,1,374.40,0.58,166.70,462.30,253.27,62.90,13.78
3524,1982,1971,2 - High School,2739,4,1,-35.00,1.01,482.98,123.90,93.35,-5.00,15.89
3525,1985,1976,3 - BSc/MSc,1182,4,1,-55.00,1.05,487.76,8.90,74.46,-3.00,-8.00
3526,1996,1937,3 - BSc/MSc,4002,4,0,18.23,0.93,350.51,53.90,200.15,14.78,10.67
3527,1995,1948,3 - BSc/MSc,3473,4,0,1.12,0.96,149.14,43.90,366.07,31.45,13.67
3528,1988,1988,3 - BSc/MSc,1775,1,1,266.97,0.48,258.05,-11.10,261.05,28.56,27.56
3529,1992,1992,2 - High School,1278,3,1,189.15,0.71,198.37,177.80,339.73,17.56,1.78
3530,1981,1956,2 - High School,3655,4,1,558.54,0.49,139.25,688.45,193.26,113.80,8.89
3531,1987,1994,3 - BSc/MSc,507,3,1,118.36,0.83,143.36,261.15,256.27,68.79,90.35
3532,1993,1966,3 - BSc/MSc,3190,3,1,617.11,0.08,516.21,128.90,54.01,-2.00,1.00
3533,1988,1965,3 - BSc/MSc,2297,3,0,367.96,0.50,381.07,241.70,113.80,32.34,20.45
3534,1988,1979,3 - BSc/MSc,2454,3,1,449.65,0.27,480.87,94.45,81.35,,-3.11
3535,1985,1963,3 - BSc/MSc,1805,4,1,526.66,0.06,547.66,10.00,24.45,-2.00,6.00
3536,1977,1974,2 - High School,2674,4,1,202.71,0.73,256.27,305.05,234.60,11.78,40.34
3537,1996,1984,3 - BSc/MSc,2002,1,1,120.92,0.86,202.15,622.90,198.37,46.01,-5.11
3538,1979,1990,1 - Basic,1812,4,1,-6.33,0.99,30.56,1478.60,129.69,153.14,11.89
3539,1988,1943,2 - High School,3862,3,0,447.64,0.57,97.35,594.55,270.05,1.89,123.80
3540,1985,1963,2 - High School,2526,2,1,59.46,0.92,207.15,595.10,151.14,88.35,34.34
3541,1982,1962,2 - High School,2208,4,0,444.10,0.22,453.53,28.35,109.02,0.89,12.78
3542,1998,1987,4 - PhD,1769,1,1,379.30,0.33,404.30,5.00,164.92,12.89,12.89
3543,1977,1983,2 - High School,1578,3,1,388.41,0.39,369.07,107.25,161.14,35.34,9.00
3544,1994,1973,4 - PhD,2364,3,1,-36.00,1.11,,24.45,81.46,5.00,-11.00
3545,1993,1968,3 - BSc/MSc,2656,3,1,31.23,0.91,477.98,73.90,75.57,15.78,1.89
3546,1987,1986,1 - Basic,1426,4,1,478.08,0.43,151.03,364.50,269.05,40.34,52.79
3547,1985,1981,3 - BSc/MSc,2157,1,1,439.20,0.24,447.64,30.00,87.24,25.56,16.56
3548,1990,1955,3 - BSc/MSc,3533,4,1,474.75,0.28,380.85,118.90,143.47,33.34,18.56
3549,1975,1974,3 - BSc/MSc,1872,3,1,481.65,0.24,373.18,103.35,156.03,29.34,0.78
3550,1977,1964,3 - BSc/MSc,2182,1,1,701.24,0.19,269.94,353.95,173.81,48.23,54.12
3551,1981,1948,3 - BSc/MSc,3793,1,0,211.83,0.58,215.93,-5.55,315.06,26.45,13.78
3552,1977,1958,2 - High School,3081,4,0,325.29,0.43,315.06,57.80,165.81,37.34,35.23
3553,1979,1987,3 - BSc/MSc,1952,4,1,365.85,0.41,392.85,97.25,149.14,23.67,-1.00
3554,1993,1943,3 - BSc/MSc,4035,1,1,-25.00,1.00,442.64,122.80,103.13,4.78,17.89
3555,1976,1980,3 - BSc/MSc,1646,1,1,276.18,0.62,384.74,263.95,93.35,7.89,37.23
3556,1988,1955,3 - BSc/MSc,3137,3,0,292.95,0.59,324.84,240.60,151.03,54.12,6.89
3557,1989,1942,3 - BSc/MSc,3705,1,0,-9.22,0.97,299.39,77.25,224.71,15.78,10.67
3558,1986,1983,4 - PhD,1766,1,1,424.76,0.25,430.86,18.90,132.47,11.89,4.00
3559,1985,1992,2 - High School,1248,4,1,-270.38,1.24,55.01,530.10,185.59,70.68,174.70
3560,1981,1951,2 - High School,4100,2,1,204.93,0.68,365.29,137.80,114.02,30.45,61.68
3561,1978,1950,3 - BSc/MSc,3121,1,1,410.86,0.52,326.73,422.30,138.36,11.89,13.56
3562,1980,1996,1 - Basic,997,4,1,721.92,0.47,21.78,1025.75,72.57,278.83,4.78
3563,1984,1958,3 - BSc/MSc,3410,4,1,407.10,0.20,456.31,-11.10,84.35,9.78,-1.11
3564,1987,1945,3 - BSc/MSc,3908,1,0,442.75,0.39,231.82,226.15,267.16,9.78,37.12
3565,1993,1974,1 - Basic,1657,1,1,199.96,0.58,338.62,-45.55,199.26,20.56,22.56
3566,1988,1976,4 - PhD,2538,4,1,-103.88,1.14,406.30,-30.55,147.36,17.78,13.78
3567,1989,1974,3 - BSc/MSc,2223,4,1,93.24,0.83,499.54,118.35,48.12,-0.11,11.67
3568,1988,1994,2 - High School,1409,4,1,1163.11,0.14,90.35,991.85,106.02,103.13,93.13
3569,1977,1969,3 - BSc/MSc,1858,2,1,355.31,0.29,445.53,-40.00,74.68,14.78,41.01
3570,1995,1992,1 - Basic,1572,4,1,300.05,0.62,187.37,325.05,237.71,34.34,74.57
3571,1989,1958,3 - BSc/MSc,3502,1,1,-22.11,1.00,445.75,121.70,92.35,2.89,11.67
3572,1986,1973,3 - BSc/MSc,2479,1,1,294.07,0.48,331.84,23.90,224.93,-1.11,35.56
3573,1990,1964,2 - High School,3111,4,1,498.44,0.08,536.88,4.45,34.34,1.89,-8.00
3574,1975,1972,2 - High School,2234,4,0,346.64,0.53,238.49,283.40,185.59,80.57,7.67
3575,1985,1987,2 - High School,1248,4,1,376.20,0.49,202.04,268.95,124.58,56.90,126.69
3576,1994,1981,2 - High School,2005,2,1,80.91,0.84,172.59,131.15,260.27,66.68,42.23
3577,1984,1968,3 - BSc/MSc,2407,4,1,-17.55,0.99,510.43,19.45,78.68,-2.00,10.00
3578,1995,1951,3 - BSc/MSc,3265,1,0,556.44,0.38,55.90,427.30,300.39,55.01,98.24
3579,1990,1985,3 - BSc/MSc,1400,1,1,60.57,0.94,102.02,1005.75,104.13,47.01,132.58
3580,1991,1980,2 - High School,1881,3,1,4.67,0.95,344.62,57.80,139.25,24.45,54.12
3581,1976,1946,2 - High School,3602,2,0,352.30,0.53,92.13,294.50,373.96,53.01,-3.11
3582,1989,1971,3 - BSc/MSc,2105,4,1,408.21,0.14,521.21,-60.00,53.90,-4.00,-8.00
3583,1986,1943,3 - BSc/MSc,3994,2,0,53.46,0.88,285.50,88.35,245.27,11.78,9.89
3584,1990,1993,2 - High School,909,4,1,135.81,0.79,92.35,205.60,162.81,228.71,67.90
3585,1984,1953,1 - Basic,3843,4,0,-31.78,1.01,201.15,127.80,142.25,112.91,106.13
3586,1975,1949,3 - BSc/MSc,4012,3,0,-57.34,1.04,284.83,202.25,223.82,32.34,15.56
3587,1993,1979,1 - Basic,1769,2,1,226.60,0.66,287.72,187.80,209.04,25.56,36.12
3588,1995,2000,1 - Basic,1330,3,1,797.50,0.25,120.58,656.80,155.03,123.80,45.12
3589,1992,1956,2 - High School,2780,3,1,493.00,0.22,302.50,101.70,149.36,57.01,56.79
3590,1985,1965,1 - Basic,2531,3,1,232.04,0.69,277.72,280.60,196.26,46.23,23.56
3591,1998,1989,3 - BSc/MSc,1554,1,1,-71.01,1.05,226.93,313.40,160.14,90.24,46.01
3592,1994,1973,2 - High School,1966,4,1,182.50,0.73,287.72,219.50,214.15,-4.00,40.23
3593,1994,1956,3 - BSc/MSc,2980,1,1,585.10,0.20,422.30,187.80,72.68,43.12,32.34
3594,1997,1951,2 - High School,4274,3,0,615.12,0.38,186.37,564.55,179.70,27.45,75.57
3595,1975,1937,2 - High School,3572,2,0,474.65,0.33,288.50,211.15,142.36,59.01,43.01
3596,1989,1946,4 - PhD,2982,3,0,-25.00,1.00,361.29,13.90,188.37,9.89,26.67
3597,1981,1987,3 - BSc/MSc,1987,4,1,-25.22,1.00,275.83,663.45,178.70,3.89,-0.11
3598,1978,1968,3 - BSc/MSc,1600,1,1,492.44,0.06,562.44,-45.00,24.67,3.00,5.00
3599,1978,1945,3 - BSc/MSc,4514,2,0,397.40,0.59,262.27,511.75,161.03,12.89,76.46
3600,1986,1940,2 - High School,3572,4,0,93.80,0.86,215.93,303.40,208.15,90.24,6.89
3601,1994,1986,2 - High School,2100,1,1,454.76,0.41,127.47,279.50,241.60,48.12,120.91
3602,1974,1938,1 - Basic,4055,4,0,88.91,0.84,87.46,146.70,332.73,122.69,8.78
3603,1991,1947,3 - BSc/MSc,3846,3,0,408.97,0.48,226.60,309.50,125.69,102.13,73.57
